color_original,color_normalized,type,is_token,property,file,line,snippet
"teal","rgba(0,128,128,1)","named",false,"unknown","src/styles/variables.css",10,"/* Very light teal for backgrounds */"
"#e67e22","rgba(230,126,34,1)","hex",false,"--color-orange","src/styles/variables.css",12,"--color-orange: #e67e22;"
"orange","rgba(255,165,0,1)","named",false,"unknown","src/styles/variables.css",13,"/* Accent Orange */"
"#cc6d1a","rgba(204,109,26,1)","hex",false,"--color-orange-dark","src/styles/variables.css",14,"--color-orange-dark: #cc6d1a;"
"orange","rgba(255,165,0,1)","named",false,"unknown","src/styles/variables.css",15,"/* Derived darker shade of Accent Orange */"
"#ff9f43","rgba(255,159,67,1)","hex",false,"--color-orange-light","src/styles/variables.css",16,"--color-orange-light: #ff9f43;"
"orange","rgba(255,165,0,1)","named",false,"unknown","src/styles/variables.css",17,"/* Light Orange */"
"#fff4e6","rgba(255,244,230,1)","hex",false,"--color-orange-soft","src/styles/variables.css",18,"--color-orange-soft: #fff4e6;"
"orange","rgba(255,165,0,1)","named",false,"unknown","src/styles/variables.css",19,"/* Very light orange for backgrounds */"
"#f9fafb","rgba(249,250,251,1)","hex",false,"--color-bg","src/styles/variables.css",22,"--color-bg: #f9fafb;"
"#f9fbff","rgba(249,251,255,1)","hex",false,"--color-bg-subtle","src/styles/variables.css",23,"--color-bg-subtle: #f9fbff;"
"#1a1e26","rgba(26,30,38,1)","hex",false,"--color-text-main","src/styles/variables.css",24,"--color-text-main: #1a1e26;"
"navy","rgba(0,0,128,1)","named",false,"unknown","src/styles/variables.css",25,"/* Deep Navy/Black */"
"#5e6d82","rgba(94,109,130,1)","hex",false,"--color-text-muted","src/styles/variables.css",26,"--color-text-muted: #5e6d82;"
"grey","rgba(128,128,128,1)","named",false,"unknown","src/styles/variables.css",27,"/* Slate Grey */"
"#eef2f7","rgba(238,242,247,1)","hex",false,"--color-border","src/styles/variables.css",28,"--color-border: #eef2f7;"
"blue","rgba(0,0,255,1)","named",false,"unknown","src/styles/variables.css",29,"/* Light Blue/Grey */"
"rgba(0, 0, 0, 0.05)","rgba(0,0,0,0.05)","rgb",false,"--shadow-sm","src/styles/variables.css",44,"--shadow-sm: 0 2px 4px rgba(0, 0, 0, 0.05);"
"rgba(0, 0, 0, 0.08)","rgba(0,0,0,0.08)","rgb",false,"--shadow-md","src/styles/variables.css",45,"--shadow-md: 0 10px 25px -5px rgba(0, 0, 0, 0.08), 0 8px 10px -6px rgba(0, 0, 0, 0.1);"
"rgba(0, 0, 0, 0.1)","rgba(0,0,0,0.1)","rgb",false,"--shadow-md","src/styles/variables.css",45,"--shadow-md: 0 10px 25px -5px rgba(0, 0, 0, 0.08), 0 8px 10px -6px rgba(0, 0, 0, 0.1);"
"rgba(0, 0, 0, 0.12)","rgba(0,0,0,0.12)","rgb",false,"--shadow-lg","src/styles/variables.css",46,"--shadow-lg: 0 20px 50px -12px rgba(0, 0, 0, 0.12);"
"rgba(255, 255, 255, 0.7)","rgba(255,255,255,0.7)","rgb",false,"--glass-bg","src/styles/variables.css",55,"--glass-bg: rgba(255, 255, 255, 0.7);"
"rgba(255, 255, 255, 0.2)","rgba(255,255,255,0.2)","rgb",false,"--glass-border","src/styles/variables.css",56,"--glass-border: rgba(255, 255, 255, 0.2);"
"#41D1FF","rgba(65,209,255,1)","hex",false,"http","public/vite.svg",1,"<svg xmlns=""http://www.w3.org/2000/svg"" xmlns:xlink=""http://www.w3.org/1999/xlink"" aria-hidden=""true"" role=""img"" class="""
"#BD34FE","rgba(189,52,254,1)","hex",false,"http","public/vite.svg",1,"<svg xmlns=""http://www.w3.org/2000/svg"" xmlns:xlink=""http://www.w3.org/1999/xlink"" aria-hidden=""true"" role=""img"" class="""
"#FFEA83","rgba(255,234,131,1)","hex",false,"http","public/vite.svg",1,"<svg xmlns=""http://www.w3.org/2000/svg"" xmlns:xlink=""http://www.w3.org/1999/xlink"" aria-hidden=""true"" role=""img"" class="""
"#FFDD35","rgba(255,221,53,1)","hex",false,"http","public/vite.svg",1,"<svg xmlns=""http://www.w3.org/2000/svg"" xmlns:xlink=""http://www.w3.org/1999/xlink"" aria-hidden=""true"" role=""img"" class="""
"#FFA800","rgba(255,168,0,1)","hex",false,"http","public/vite.svg",1,"<svg xmlns=""http://www.w3.org/2000/svg"" xmlns:xlink=""http://www.w3.org/1999/xlink"" aria-hidden=""true"" role=""img"" class="""
