color_original,color_normalized,type,is_token,property,file,line,snippet
"var(--shadow-sm)","--shadow-sm","var",true,"box-shadow","src/pages/HowItWorks.css",62,"box-shadow: var(--shadow-sm);"
"var(--shadow-md)","--shadow-md","var",true,"box-shadow","src/pages/HowItWorks.css",69,"box-shadow: var(--shadow-md);"
"var(--color-teal)","--color-teal","var",true,"background","src/pages/HowItWorks.css",81,"background: linear-gradient(to bottom, var(--color-teal), var(--color-teal-light));"
"var(--color-teal-light)","--color-teal-light","var",true,"background","src/pages/HowItWorks.css",81,"background: linear-gradient(to bottom, var(--color-teal), var(--color-teal-light));"
"var(--color-teal-dark)","--color-teal-dark","var",true,"background","src/pages/HowItWorks.css",96,"background: linear-gradient(135deg, var(--color-teal-dark), var(--color-teal));"
"var(--color-teal)","--color-teal","var",true,"background","src/pages/HowItWorks.css",96,"background: linear-gradient(135deg, var(--color-teal-dark), var(--color-teal));"
"rgba(255, 255, 255, 0.15)","rgba(255,255,255,0.15)","rgb",false,"background","src/pages/HowItWorks.css",105,"background: rgba(255, 255, 255, 0.15);"
"rgba(255, 255, 255, 0.35)","rgba(255,255,255,0.35)","rgb",false,"border","src/pages/HowItWorks.css",106,"border: 2px solid rgba(255, 255, 255, 0.35);"
"white","rgba(255,255,255,1)","named",false,"color","src/pages/HowItWorks.css",110,"color: white;"
"var(--font-heading)","--font-heading","var",true,"font-family","src/pages/HowItWorks.css",113,"font-family: var(--font-heading);"
"var(--color-orange)","--color-orange","var",true,"color","src/pages/HowItWorks.css",128,"color: var(--color-orange);"
"var(--color-teal-dark)","--color-teal-dark","var",true,"color","src/pages/HowItWorks.css",134,"color: var(--color-teal-dark);"
"var(--color-text-muted)","--color-text-muted","var",true,"color","src/pages/HowItWorks.css",140,"color: var(--color-text-muted);"
"var(--color-teal-soft)","--color-teal-soft","var",true,"background","src/pages/HowItWorks.css",158,"background: var(--color-teal-soft);"
"var(--color-teal)","--color-teal","var",true,"color","src/pages/HowItWorks.css",159,"color: var(--color-teal);"
"var(--radius-full)","--radius-full","var",true,"border-radius","src/pages/HowItWorks.css",163,"border-radius: var(--radius-full);"
"var(--color-teal-soft)","--color-teal-soft","var",true,"background-color","src/pages/HowItWorks.css",201,"background-color: var(--color-teal-soft);"
"var(--color-teal-dark)","--color-teal-dark","var",true,"backgroundcolor","src/pages/HowItWorks.jsx",134,"<section className=""section dark-section"" style={{ backgroundColor: 'var(--color-teal-dark)', color: 'white', padding: '"
"white","rgba(255,255,255,1)","named",false,"backgroundcolor","src/pages/HowItWorks.jsx",134,"<section className=""section dark-section"" style={{ backgroundColor: 'var(--color-teal-dark)', color: 'white', padding: '"
"white","rgba(255,255,255,1)","named",false,"color","src/pages/HowItWorks.jsx",136,"<h2 className=""mb-3 slide-up"" style={{ color: 'white' }}>The Admin Advantage</h2>"
"white","rgba(255,255,255,1)","named",false,"color","src/pages/HowItWorks.jsx",142,"<h4 className=""flex items-center gap-2 mb-2"" style={{ color: 'white' }}><Users size={24} className=""text-teal"" /> Online"
"white","rgba(255,255,255,1)","named",false,"color","src/pages/HowItWorks.jsx",146,"<h4 className=""flex items-center gap-2 mb-2"" style={{ color: 'white' }}><PartyPopper size={24} className=""text-teal"" /> "
"white","rgba(255,255,255,1)","named",false,"color","src/pages/HowItWorks.jsx",150,"<h4 className=""flex items-center gap-2 mb-2"" style={{ color: 'white' }}><Calendar size={24} className=""text-teal"" /> Sea"
"var(--color-teal-dark)","--color-teal-dark","var",true,"background","src/pages/JoinOurTeam.css",8,"background: linear-gradient(135deg, var(--color-teal-dark) 0%, var(--color-teal) 60%, #1a4a56 100%);"
"var(--color-teal)","--color-teal","var",true,"background","src/pages/JoinOurTeam.css",8,"background: linear-gradient(135deg, var(--color-teal-dark) 0%, var(--color-teal) 60%, #1a4a56 100%);"
"#1a4a56","rgba(26,74,86,1)","hex",false,"background","src/pages/JoinOurTeam.css",8,"background: linear-gradient(135deg, var(--color-teal-dark) 0%, var(--color-teal) 60%, #1a4a56 100%);"
"white","rgba(255,255,255,1)","named",false,"color","src/pages/JoinOurTeam.css",9,"color: white;"
"rgba(230, 126, 34, 0.12)","rgba(230,126,34,0.12)","rgb",false,"background","src/pages/JoinOurTeam.css",21,"background: radial-gradient(ellipse, rgba(230, 126, 34, 0.12) 0%, transparent 70%);"
"transparent","rgba(0,0,0,0)","named",false,"background","src/pages/JoinOurTeam.css",21,"background: radial-gradient(ellipse, rgba(230, 126, 34, 0.12) 0%, transparent 70%);"
"white","rgba(255,255,255,1)","named",false,"color","src/pages/JoinOurTeam.css",33,"color: white;"
"var(--color-orange-light)","--color-orange-light","var",true,"color","src/pages/JoinOurTeam.css",40,"color: var(--color-orange-light);"
"rgba(255, 255, 255, 0.85)","rgba(255,255,255,0.85)","rgb",false,"color","src/pages/JoinOurTeam.css",44,"color: rgba(255, 255, 255, 0.85);"
"rgba(255, 255, 255, 0.12)","rgba(255,255,255,0.12)","rgb",false,"background","src/pages/JoinOurTeam.css",59,"background: rgba(255, 255, 255, 0.12);"
"rgba(255, 255, 255, 0.25)","rgba(255,255,255,0.25)","rgb",false,"border","src/pages/JoinOurTeam.css",60,"border: 1px solid rgba(255, 255, 255, 0.25);"
"white","rgba(255,255,255,1)","named",false,"color","src/pages/JoinOurTeam.css",61,"color: white;"
"var(--radius-full)","--radius-full","var",true,"border-radius","src/pages/JoinOurTeam.css",63,"border-radius: var(--radius-full);"
"var(--radius-lg)","--radius-lg","var",true,"border-radius","src/pages/JoinOurTeam.css",71,"border-radius: var(--radius-lg);"
"rgba(0, 0, 0, 0.45)","rgba(0,0,0,0.45)","rgb",false,"box-shadow","src/pages/JoinOurTeam.css",73,"box-shadow: 0 30px 70px -10px rgba(0, 0, 0, 0.45);"
"var(--radius-lg)","--radius-lg","var",true,"border-radius","src/pages/JoinOurTeam.css",80,"border-radius: var(--radius-lg);"
"rgba(255, 255, 255, 0.15)","rgba(255,255,255,0.15)","rgb",false,"border","src/pages/JoinOurTeam.css",81,"border: 1px solid rgba(255, 255, 255, 0.15);"
"var(--color-orange)","--color-orange","var",true,"color","src/pages/JoinOurTeam.css",100,"color: var(--color-orange);"
"white","rgba(255,255,255,1)","named",false,"background","src/pages/JoinOurTeam.css",106,"background: white;"
"var(--spacing-2xl)","--spacing-2xl","var",true,"padding","src/pages/JoinOurTeam.css",107,"padding: var(--spacing-2xl) 0;"
"var(--color-bg)","--color-bg","var",true,"background","src/pages/JoinOurTeam.css",118,"background: var(--color-bg);"
"var(--radius-md)","--radius-md","var",true,"border-radius","src/pages/JoinOurTeam.css",119,"border-radius: var(--radius-md);"
"var(--color-border)","--color-border","var",true,"border","src/pages/JoinOurTeam.css",121,"border: 1px solid var(--color-border);"
"var(--color-teal)","--color-teal","var",true,"background","src/pages/JoinOurTeam.css",134,"background: linear-gradient(90deg, var(--color-teal), var(--color-teal-light));"
"var(--color-teal-light)","--color-teal-light","var",true,"background","src/pages/JoinOurTeam.css",134,"background: linear-gradient(90deg, var(--color-teal), var(--color-teal-light));"
"var(--shadow-md)","--shadow-md","var",true,"box-shadow","src/pages/JoinOurTeam.css",140,"box-shadow: var(--shadow-md);"
"var(--color-teal)","--color-teal","var",true,"color","src/pages/JoinOurTeam.css",156,"color: var(--color-teal);"
"var(--color-text-muted)","--color-text-muted","var",true,"color","src/pages/JoinOurTeam.css",161,"color: var(--color-text-muted);"
"var(--color-teal-soft)","--color-teal-soft","var",true,"background","src/pages/JoinOurTeam.css",168,"background: var(--color-teal-soft);"
"var(--spacing-2xl)","--spacing-2xl","var",true,"padding","src/pages/JoinOurTeam.css",169,"padding: var(--spacing-2xl) 0;"
"var(--color-text-main)","--color-text-main","var",true,"color","src/pages/JoinOurTeam.css",192,"color: var(--color-text-main);"
"var(--color-teal)","--color-teal","var",true,"background","src/pages/JoinOurTeam.css",201,"background: var(--color-teal);"
"white","rgba(255,255,255,1)","named",false,"color","src/pages/JoinOurTeam.css",207,"color: white;"
"white","rgba(255,255,255,1)","named",false,"background","src/pages/JoinOurTeam.css",214,"background: white;"
"var(--radius-md)","--radius-md","var",true,"border-radius","src/pages/JoinOurTeam.css",215,"border-radius: var(--radius-md);"
"var(--shadow-md)","--shadow-md","var",true,"box-shadow","src/pages/JoinOurTeam.css",217,"box-shadow: var(--shadow-md);"
"var(--color-teal-light)","--color-teal-light","var",true,"color","src/pages/JoinOurTeam.css",228,"color: var(--color-teal-light);"
"var(--color-text-main)","--color-text-main","var",true,"color","src/pages/JoinOurTeam.css",236,"color: var(--color-text-main);"
"var(--color-teal)","--color-teal","var",true,"color","src/pages/JoinOurTeam.css",245,"color: var(--color-teal);"
"var(--color-text-muted)","--color-text-muted","var",true,"color","src/pages/JoinOurTeam.css",251,"color: var(--color-text-muted);"
"white","rgba(255,255,255,1)","named",false,"background","src/pages/JoinOurTeam.css",257,"background: white;"
"var(--spacing-2xl)","--spacing-2xl","var",true,"padding","src/pages/JoinOurTeam.css",258,"padding: var(--spacing-2xl) 0;"
"var(--color-teal-soft)","--color-teal-soft","var",true,"background","src/pages/JoinOurTeam.css",276,"background: linear-gradient(90deg, var(--color-teal-soft), var(--color-teal-light), var(--color-teal-soft));"
"var(--color-teal-light)","--color-teal-light","var",true,"background","src/pages/JoinOurTeam.css",276,"background: linear-gradient(90deg, var(--color-teal-soft), var(--color-teal-light), var(--color-teal-soft));"
"var(--color-teal-soft)","--color-teal-soft","var",true,"background","src/pages/JoinOurTeam.css",276,"background: linear-gradient(90deg, var(--color-teal-soft), var(--color-teal-light), var(--color-teal-soft));"
"var(--color-teal)","--color-teal","var",true,"background","src/pages/JoinOurTeam.css",288,"background: linear-gradient(135deg, var(--color-teal), var(--color-teal-light));"
"var(--color-teal-light)","--color-teal-light","var",true,"background","src/pages/JoinOurTeam.css",288,"background: linear-gradient(135deg, var(--color-teal), var(--color-teal-light));"
"white","rgba(255,255,255,1)","named",false,"color","src/pages/JoinOurTeam.css",289,"color: white;"
"var(--font-heading)","--font-heading","var",true,"font-family","src/pages/JoinOurTeam.css",296,"font-family: var(--font-heading);"
"rgba(44, 88, 100, 0.4)","rgba(44,88,100,0.4)","rgb",false,"box-shadow","src/pages/JoinOurTeam.css",298,"box-shadow: 0 8px 20px -4px rgba(44, 88, 100, 0.4);"
"var(--color-text-main)","--color-text-main","var",true,"color","src/pages/JoinOurTeam.css",305,"color: var(--color-text-main);"
"var(--color-text-muted)","--color-text-muted","var",true,"color","src/pages/JoinOurTeam.css",310,"color: var(--color-text-muted);"
"var(--color-orange-dark)","--color-orange-dark","var",true,"background","src/pages/JoinOurTeam.css",317,"background: linear-gradient(135deg, var(--color-orange-dark) 0%, var(--color-orange) 50%, var(--color-orange-light) 100%"
"var(--color-orange)","--color-orange","var",true,"background","src/pages/JoinOurTeam.css",317,"background: linear-gradient(135deg, var(--color-orange-dark) 0%, var(--color-orange) 50%, var(--color-orange-light) 100%"
"var(--color-orange-light)","--color-orange-light","var",true,"background","src/pages/JoinOurTeam.css",317,"background: linear-gradient(135deg, var(--color-orange-dark) 0%, var(--color-orange) 50%, var(--color-orange-light) 100%"
"white","rgba(255,255,255,1)","named",false,"color","src/pages/JoinOurTeam.css",318,"color: white;"
"rgba(255, 255, 255, 0.1)","rgba(255,255,255,0.1)","rgb",false,"background","src/pages/JoinOurTeam.css",332,"background: radial-gradient(ellipse, rgba(255, 255, 255, 0.1) 0%, transparent 70%);"
"transparent","rgba(0,0,0,0)","named",false,"background","src/pages/JoinOurTeam.css",332,"background: radial-gradient(ellipse, rgba(255, 255, 255, 0.1) 0%, transparent 70%);"
"white","rgba(255,255,255,1)","named",false,"color","src/pages/JoinOurTeam.css",337,"color: white;"
"rgba(255, 255, 255, 0.88)","rgba(255,255,255,0.88)","rgb",false,"color","src/pages/JoinOurTeam.css",343,"color: rgba(255, 255, 255, 0.88);"
"white","rgba(255,255,255,1)","named",false,"background","src/pages/JoinOurTeam.css",354,"background: white;"
"var(--color-orange-dark)","--color-orange-dark","var",true,"color","src/pages/JoinOurTeam.css",355,"color: var(--color-orange-dark);"
"var(--radius-md)","--radius-md","var",true,"border-radius","src/pages/JoinOurTeam.css",357,"border-radius: var(--radius-md);"
"var(--font-heading)","--font-heading","var",true,"font-family","src/pages/JoinOurTeam.css",360,"font-family: var(--font-heading);"
"rgba(0, 0, 0, 0.3)","rgba(0,0,0,0.3)","rgb",false,"box-shadow","src/pages/JoinOurTeam.css",363,"box-shadow: 0 8px 25px -6px rgba(0, 0, 0, 0.3);"
"rgba(0, 0, 0, 0.35)","rgba(0,0,0,0.35)","rgb",false,"box-shadow","src/pages/JoinOurTeam.css",368,"box-shadow: 0 14px 35px -6px rgba(0, 0, 0, 0.35);"
"var(--color-orange-dark)","--color-orange-dark","var",true,"color","src/pages/JoinOurTeam.css",369,"color: var(--color-orange-dark);"
"rgba(255, 255, 255, 0.7)","rgba(255,255,255,0.7)","rgb",false,"color","src/pages/JoinOurTeam.css",374,"color: rgba(255, 255, 255, 0.7);"
"var(--color-text-muted)","--color-text-muted","var",true,"color","src/pages/JoinOurTeam.jsx",124,"<p style={{ color: 'var(--color-text-muted)', maxWidth: '600px', margin: '1rem auto 0', lineHeight: 1.7 }}>"
"var(--color-text-muted)","--color-text-muted","var",true,"color","src/pages/JoinOurTeam.jsx",150,"<p style={{ color: 'var(--color-text-muted)', marginTop: '0.75rem', lineHeight: 1.7, marginBottom: '0.5rem' }}>"
"transparent","rgba(0,0,0,0)","named",false,"unknown","src/pages/Pricing.jsx",12,"<h1 className=""text-center mb-3 slide-up"">Simple, Transparent Packages</h1>"
"white","rgba(255,255,255,1)","named",false,"background","src/pages/Pricing.jsx",29,"background: 'white',"
"var(--shadow-md)","--shadow-md","var",true,"boxshadow","src/pages/Pricing.jsx",32,"boxShadow: 'var(--shadow-md)'"
"var(--color-text-muted)","--color-text-muted","var",true,"liststyle","src/pages/Pricing.jsx",37,"<ul style={{ listStyle: 'disc', paddingLeft: '1.5rem', color: 'var(--color-text-muted)' }}>"
"var(--color-border)","--color-border","var",true,"borderleft","src/pages/Pricing.jsx",43,"<div className=""payment-option"" style={{ borderLeft: '1px solid var(--color-border)', paddingLeft: '2rem' }}>"
"var(--color-text-muted)","--color-text-muted","var",true,"liststyle","src/pages/Pricing.jsx",46,"<ul style={{ listStyle: 'disc', paddingLeft: '1.5rem', color: 'var(--color-text-muted)' }}>"
"var(--color-teal)","--color-teal","var",true,"border","src/pages/Pricing.jsx",66,"border: highlighted ? '2px solid var(--color-teal)' : '1px solid var(--color-border)',"
"var(--color-border)","--color-border","var",true,"border","src/pages/Pricing.jsx",66,"border: highlighted ? '2px solid var(--color-teal)' : '1px solid var(--color-border)',"
"white","rgba(255,255,255,1)","named",false,"backgroundcolor","src/pages/Pricing.jsx",68,"backgroundColor: 'white',"
"var(--shadow-lg)","--shadow-lg","var",true,"boxshadow","src/pages/Pricing.jsx",69,"boxShadow: highlighted ? 'var(--shadow-lg)' : 'var(--shadow-sm)',"
"var(--shadow-sm)","--shadow-sm","var",true,"boxshadow","src/pages/Pricing.jsx",69,"boxShadow: highlighted ? 'var(--shadow-lg)' : 'var(--shadow-sm)',"
"var(--color-teal)","--color-teal","var",true,"position","src/pages/Pricing.jsx",72,"{highlighted && <div style={{ position: 'absolute', top: -12, left: '50%', transform: 'translateX(-50%)', background: 'v"
"white","rgba(255,255,255,1)","named",false,"position","src/pages/Pricing.jsx",72,"{highlighted && <div style={{ position: 'absolute', top: -12, left: '50%', transform: 'translateX(-50%)', background: 'v"
"var(--color-teal-dark)","--color-teal-dark","var",true,"color","src/pages/Privacy.jsx",161,"color: var(--color-teal-dark);"
"#f9fafb","rgba(249,250,251,1)","hex",false,"backgroundcolor","src/pages/Services.jsx",44,"backgroundColor: '#f9fafb', // stone-50 equivalent"
"rgba(120, 53, 15, 0.05)","rgba(120,53,15,0.05)","rgb",false,"backgroundcolor","src/pages/Services.jsx",51,"backgroundColor: 'rgba(120, 53, 15, 0.05)', // brand-brown/5"
"rgba(120, 53, 15, 0.1)","rgba(120,53,15,0.1)","rgb",false,"borderbottom","src/pages/Services.jsx",55,"borderBottom: '1px solid rgba(120, 53, 15, 0.1)',"
"var(--color-teal-dark)","--color-teal-dark","var",true,"color","src/pages/Services.jsx",60,"color: 'var(--color-teal-dark)', // Updated to match Home page"
"white","rgba(255,255,255,1)","named",false,"backgroundcolor","src/pages/Services.jsx",70,"backgroundColor: 'white',"
"#e7e5e4","rgba(231,229,228,1)","hex",false,"border","src/pages/Services.jsx",72,"border: '1px solid #e7e5e4', // stone-200"
"rgba(0, 0, 0, 0.1)","rgba(0,0,0,0.1)","rgb",false,"boxshadow","src/pages/Services.jsx",78,"boxShadow: '0 1px 3px 0 rgba(0, 0, 0, 0.1), 0 1px 2px 0 rgba(0, 0, 0, 0.06)',"
"rgba(0, 0, 0, 0.06)","rgba(0,0,0,0.06)","rgb",false,"boxshadow","src/pages/Services.jsx",78,"boxShadow: '0 1px 3px 0 rgba(0, 0, 0, 0.1), 0 1px 2px 0 rgba(0, 0, 0, 0.06)',"
"#e7e5e4","rgba(231,229,228,1)","hex",false,"border","src/pages/Services.jsx",90,"border: '1px solid #e7e5e4', // stone-200"
"rgba(0, 0, 0, 0.05)","rgba(0,0,0,0.05)","rgb",false,"boxshadow","src/pages/Services.jsx",91,"boxShadow: '0 1px 2px 0 rgba(0, 0, 0, 0.05)',"
"var(--color-teal-dark)","--color-teal-dark","var",true,"color","src/pages/Services.jsx",102,"color: 'var(--color-teal-dark)', // Updated to match Home page"
"#57534e","rgba(87,83,78,1)","hex",false,"color","src/pages/Services.jsx",109,"color: '#57534e', // stone-600"
"#0d9488","rgba(13,148,136,1)","hex",false,"color","src/pages/Services.jsx",121,"<span style={{ color: '#0d9488', fontWeight: 'bold', textTransform: 'uppercase', letterSpacing: '0.05em', fontSize: '0.8"
"#57534e","rgba(87,83,78,1)","hex",false,"fontsize","src/pages/Services.jsx",125,"<p style={{ fontSize: '1.25rem', color: '#57534e', maxWidth: '42rem', margin: '0 auto' }}>"
"rgba(0, 0, 0, 0.1)","rgba(0,0,0,0.1)","rgb",false,"unknown","src/pages/Services.jsx",136,"e.currentTarget.style.boxShadow = '0 10px 15px -3px rgba(0, 0, 0, 0.1), 0 4px 6px -2px rgba(0, 0, 0, 0.05)';"
"rgba(0, 0, 0, 0.05)","rgba(0,0,0,0.05)","rgb",false,"unknown","src/pages/Services.jsx",136,"e.currentTarget.style.boxShadow = '0 10px 15px -3px rgba(0, 0, 0, 0.1), 0 4px 6px -2px rgba(0, 0, 0, 0.05)';"
"rgba(0, 0, 0, 0.1)","rgba(0,0,0,0.1)","rgb",false,"unknown","src/pages/Services.jsx",140,"e.currentTarget.style.boxShadow = '0 1px 3px 0 rgba(0, 0, 0, 0.1), 0 1px 2px 0 rgba(0, 0, 0, 0.06)';"
"rgba(0, 0, 0, 0.06)","rgba(0,0,0,0.06)","rgb",false,"unknown","src/pages/Services.jsx",140,"e.currentTarget.style.boxShadow = '0 1px 3px 0 rgba(0, 0, 0, 0.1), 0 1px 2px 0 rgba(0, 0, 0, 0.06)';"
"var(--color-teal-dark)","--color-teal-dark","var",true,"color","src/pages/Terms.jsx",103,"color: var(--color-teal-dark);"
"var(--color-teal-dark)","--color-teal-dark","var",true,"color","src/pages/WorkplaceWellness.jsx",33,"color: 'var(--color-teal-dark)',"
"var(--color-text-main)","--color-text-main","var",true,"fontsize","src/pages/WorkplaceWellness.jsx",40,"<div style={{ fontSize: '1.1rem', lineHeight: '1.7', color: 'var(--color-text-main)' }}>"
"var(--color-teal)","--color-teal","var",true,"fontsize","src/pages/WorkplaceWellness.jsx",59,"<p className=""mt-3"" style={{ fontSize: '1.25rem', fontWeight: 'bold', color: 'var(--color-teal)' }}>"
"rgba(0,0,0,0.1)","rgba(0,0,0,0.1)","rgb",false,"boxshadow","src/pages/WorkplaceWellness.jsx",70,"boxShadow: '0 20px 40px rgba(0,0,0,0.1)'"
"var(--color-teal-dark)","--color-teal-dark","var",true,"backgroundcolor","src/pages/WorkplaceWellness.jsx",85,"<section className=""section dark-section"" style={{ backgroundColor: 'var(--color-teal-dark)', color: 'white', padding: '"
"white","rgba(255,255,255,1)","named",false,"backgroundcolor","src/pages/WorkplaceWellness.jsx",85,"<section className=""section dark-section"" style={{ backgroundColor: 'var(--color-teal-dark)', color: 'white', padding: '"
"white","rgba(255,255,255,1)","named",false,"fontsize","src/pages/WorkplaceWellness.jsx",87,"<h2 className=""slide-up"" style={{ fontSize: '2.5rem', marginBottom: '4rem', color: 'white' }}>"
"white","rgba(255,255,255,1)","named",false,"border","src/pages/WorkplaceWellness.jsx",98,"border: '2px solid white',"
"white","rgba(255,255,255,1)","named",false,"unknown","src/pages/WorkplaceWellness.jsx",103,"<CheckCircle size={32} color=""white"" strokeWidth={1.5} />"
"white","rgba(255,255,255,1)","named",false,"fontsize","src/pages/WorkplaceWellness.jsx",105,"<h3 style={{ fontSize: '1.5rem', fontWeight: '500', color: 'white' }}>{benefit}</h3>"
"var(--color-text-main)","--color-text-main","var",true,"color","src/styles/blog-post.css",3,"color: var(--color-text-main);"
"var(--color-teal)","--color-teal","var",true,"color","src/styles/blog-post.css",15,"color: var(--color-teal);"
"var(--color-teal)","--color-teal","var",true,"color","src/styles/blog-post.css",25,"color: var(--color-teal);"
"var(--color-teal)","--color-teal","var",true,"color","src/styles/blog-post.css",35,"color: var(--color-teal);"
"var(--font-heading)","--font-heading","var",true,"font-family","src/styles/blog-post.css",37,"font-family: var(--font-heading);"
"var(--color-teal-dark)","--color-teal-dark","var",true,"color","src/styles/blog-post.css",46,"color: var(--color-teal-dark);"
"var(--color-teal)","--color-teal","var",true,"border-left","src/styles/blog-post.css",56,"border-left: 4px solid var(--color-teal);"
"var(--color-bg-teal-soft)","--color-bg-teal-soft","var",true,"background","src/styles/blog-post.css",57,"background: var(--color-bg-teal-soft);"
"var(--radius-md)","--radius-md","var",true,"border-radius","src/styles/blog-post.css",60,"border-radius: 0 var(--radius-md) var(--radius-md) 0;"
"var(--radius-md)","--radius-md","var",true,"border-radius","src/styles/blog-post.css",60,"border-radius: 0 var(--radius-md) var(--radius-md) 0;"
"var(--color-text-main)","--color-text-main","var",true,"color","src/styles/blog-post.css",62,"color: var(--color-text-main);"
"var(--color-teal-dark)","--color-teal-dark","var",true,"color","src/styles/blog-post.css",75,"color: var(--color-teal-dark);"
"var(--color-teal-dark)","--color-teal-dark","var",true,"color","src/styles/blog-post.css",92,"color: var(--color-teal-dark);"
"var(--radius-md)","--radius-md","var",true,"border-radius","src/styles/blog-post.css",99,"border-radius: var(--radius-md);"
"var(--shadow-md)","--shadow-md","var",true,"box-shadow","src/styles/blog-post.css",101,"box-shadow: var(--shadow-md);"
"var(--font-body)","--font-body","var",true,"font-family","src/styles/global.css",12,"font-family: var(--font-body);"
"var(--color-text-main)","--color-text-main","var",true,"color","src/styles/global.css",13,"color: var(--color-text-main);"
"var(--color-bg)","--color-bg","var",true,"background-color","src/styles/global.css",14,"background-color: var(--color-bg);"
"var(--font-heading)","--font-heading","var",true,"font-family","src/styles/global.css",25,"font-family: var(--font-heading);"
"var(--color-text-main)","--color-text-main","var",true,"color","src/styles/global.css",28,"color: var(--color-text-main);"
"var(--spacing-sm)","--spacing-sm","var",true,"padding","src/styles/global.css",71,"padding: 0 var(--spacing-sm);"
"var(--spacing-2xl)","--spacing-2xl","var",true,"padding-top","src/styles/global.css",75,"padding-top: var(--spacing-2xl);"
"var(--spacing-2xl)","--spacing-2xl","var",true,"padding-bottom","src/styles/global.css",76,"padding-bottom: var(--spacing-2xl);"
"var(--radius-md)","--radius-md","var",true,"border-radius","src/styles/global.css",84,"border-radius: var(--radius-md);"
"var(--color-orange)","--color-orange","var",true,"background-color","src/styles/global.css",90,"background-color: var(--color-orange);"
"white","rgba(255,255,255,1)","named",false,"color","src/styles/global.css",91,"color: white;"
"var(--color-orange-dark)","--color-orange-dark","var",true,"background-color","src/styles/global.css",95,"background-color: var(--color-orange-dark);"
"var(--color-teal)","--color-teal","var",true,"background-color","src/styles/global.css",99,"background-color: var(--color-teal);"
"white","rgba(255,255,255,1)","named",false,"color","src/styles/global.css",100,"color: white;"
"var(--color-teal-dark)","--color-teal-dark","var",true,"background-color","src/styles/global.css",104,"background-color: var(--color-teal-dark);"
"var(--color-teal)","--color-teal","var",true,"border","src/styles/global.css",108,"border: 2px solid var(--color-teal);"
"var(--color-teal)","--color-teal","var",true,"color","src/styles/global.css",109,"color: var(--color-teal);"
"transparent","rgba(0,0,0,0)","named",false,"background","src/styles/global.css",110,"background: transparent;"
"var(--color-teal-light)","--color-teal-light","var",true,"background-color","src/styles/global.css",114,"background-color: var(--color-teal-light);"
"var(--color-teal)","--color-teal","var",true,"color","src/styles/global.css",123,"color: var(--color-teal);"
"var(--color-orange)","--color-orange","var",true,"color","src/styles/global.css",127,"color: var(--color-orange);"
"var(--spacing-sm)","--spacing-sm","var",true,"margin-bottom","src/styles/global.css",131,"margin-bottom: var(--spacing-sm);"
"var(--spacing-md)","--spacing-md","var",true,"margin-bottom","src/styles/global.css",135,"margin-bottom: var(--spacing-md);"
"var(--spacing-lg)","--spacing-lg","var",true,"margin-bottom","src/styles/global.css",139,"margin-bottom: var(--spacing-lg);"
"var(--spacing-lg)","--spacing-lg","var",true,"gap","src/styles/global.css",150,"gap: var(--spacing-lg);"
"var(--color-bg-subtle)","--color-bg-subtle","var",true,"background","src/styles/global.css",168,"background: var(--color-bg-subtle);"
"rgba(77, 189, 182, 0.7)","rgba(77,189,182,0.7)","rgb",false,"box-shadow","src/styles/global.css",177,"box-shadow: 0 0 0 0 rgba(77, 189, 182, 0.7);"
"rgba(77, 189, 182, 0)","rgba(77,189,182,0)","rgb",false,"box-shadow","src/styles/global.css",182,"box-shadow: 0 0 0 20px rgba(77, 189, 182, 0);"
"rgba(77, 189, 182, 0)","rgba(77,189,182,0)","rgb",false,"box-shadow","src/styles/global.css",187,"box-shadow: 0 0 0 0 rgba(77, 189, 182, 0);"
"var(--spacing-xl)","--spacing-xl","var",true,"padding-top","src/styles/global.css",206,"padding-top: var(--spacing-xl);"
"var(--spacing-xl)","--spacing-xl","var",true,"padding-bottom","src/styles/global.css",207,"padding-bottom: var(--spacing-xl);"
"rgba(0, 0, 0, 0.6)","rgba(0,0,0,0.6)","rgb",false,"unknown","src/styles/global.css",294,"linear-gradient(rgba(0, 0, 0, 0.6), rgba(0, 0, 0, 0.6)),"
"rgba(0, 0, 0, 0.6)","rgba(0,0,0,0.6)","rgb",false,"unknown","src/styles/global.css",294,"linear-gradient(rgba(0, 0, 0, 0.6), rgba(0, 0, 0, 0.6)),"
"white","rgba(255,255,255,1)","named",false,"color","src/styles/global.css",312,"color: white;"
"white","rgba(255,255,255,1)","named",false,"color","src/styles/global.css",318,"color: white !important;"
"#1a3a42","rgba(26,58,66,1)","hex",false,"--color-teal-dark","src/styles/variables.css",3,"--color-teal-dark: #1a3a42;"
"teal","rgba(0,128,128,1)","named",false,"unknown","src/styles/variables.css",4,"/* Derived darker shade of Primary Teal */"
"#2c5864","rgba(44,88,100,1)","hex",false,"--color-teal","src/styles/variables.css",5,"--color-teal: #2c5864;"
"teal","rgba(0,128,128,1)","named",false,"unknown","src/styles/variables.css",6,"/* Primary Teal */"
"#4a8a99","rgba(74,138,153,1)","hex",false,"--color-teal-light","src/styles/variables.css",7,"--color-teal-light: #4a8a99;"
"teal","rgba(0,128,128,1)","named",false,"unknown","src/styles/variables.css",8,"/* Light Teal */"
"#e6f1f3","rgba(230,241,243,1)","hex",false,"--color-teal-soft","src/styles/variables.css",9,"--color-teal-soft: #e6f1f3;"
